Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Establishment_Age
DRH36,11.861774193548387,Low Fat,0.058444176,Soft Drinks,73.0696,1985,Small,Tier 1,Grocery Store,223.7088,39
FDX02,16.0,Low Fat,0.057049301,Dairy,225.9404,2004,Small,Tier 2,Supermarket Type1,1350.2424,20
FDG46,8.63,Regular,0.032960823,Snack Foods,115.0518,1999,Medium,Tier 1,Supermarket Type1,1366.2216,25
FDM60,10.8,Regular,0.06072282399802762,Baking Goods,40.7138,2007,Small,Tier 2,Supermarket Type1,406.138,17
FDJ22,18.75,Low Fat,0.053025371,Snack Foods,192.5504,2009,Medium,Tier 3,Supermarket Type2,2109.2544,15
FDU59,5.78,Low Fat,0.096306016,Breads,161.9552,1987,High,Tier 3,Supermarket Type1,2111.9176,37
FDL38,13.8,Regular,0.014762987,Canned,90.7172,2002,Small,Tier 2,Supermarket Type1,1338.258,22
FDZ23,17.75,Regular,0.067446626,Baking Goods,184.724,1987,High,Tier 3,Supermarket Type1,1677.816,37
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.682,2009,Medium,Tier 3,Supermarket Type2,2316.984,15
NCB42,11.8,Low Fat,0.008578539,Health and Hygiene,117.6492,2002,Small,Tier 2,Supermarket Type1,1158.492,22
NCU18,15.1,Low Fat,0.056155909,Household,140.5496,2007,Small,Tier 2,Supermarket Type1,2681.8424,17
DRZ11,8.85,Regular,0.112571187,Soft Drinks,122.0388,1987,High,Tier 3,Supermarket Type1,1609.9044,37
NCL54,12.6,Low Fat,0.083221904,Household,174.5054,2007,Small,Tier 2,Supermarket Type1,2626.581,17
FDS19,13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,2004,Small,Tier 2,Supermarket Type1,1138.518,20
DRB13,6.115,Regular,0.007055292,Soft Drinks,188.653,1999,Medium,Tier 1,Supermarket Type1,3605.307,25
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,1998,Small,Tier 3,Grocery Store,343.5528,26
FDS57,12.999704684317718,Low Fat,0.102941345,Snack Foods,142.047,1985,Medium,Tier 3,Supermarket Type3,2719.793,39
FDT39,6.26,Regular,0.009887927,Meat,150.7366,2002,Small,Tier 2,Supermarket Type1,2418.1856,22
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.254,1998,Small,Tier 3,Grocery Store,173.108,26
NCB18,19.6,Low Fat,0.069112952,Household,90.1514,1998,Small,Tier 3,Grocery Store,442.757,26
FDR25,12.33193820224719,Regular,0.138846289,Canned,263.7884,1985,Medium,Tier 3,Supermarket Type3,1324.942,39
FDV21,11.5,Low Fat,0.171050595,Snack Foods,126.3704,2004,Small,Tier 2,Supermarket Type1,3880.2824,20
DRH23,14.65,Low Fat,0.06072282399802762,Hard Drinks,54.9614,1999,Medium,Tier 1,Supermarket Type1,552.614,25
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,2009,Medium,Tier 3,Supermarket Type2,1012.016,15
NCC31,8.02,Low Fat,0.033259081,Household,154.2972,1998,Small,Tier 3,Grocery Store,1090.5804,26
FDU03,18.7,Regular,0.092095924,Meat,183.3292,2007,Small,Tier 2,Supermarket Type1,2006.7212,17
FDG50,7.405,Low Fat,0.015295536,Canned,89.7146,1999,Medium,Tier 1,Supermarket Type1,547.2876,25
FDY31,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,1987,High,Tier 3,Supermarket Type1,2354.2688,37
FDX39,12.791437125748503,Regular,0.049435598,Meat,209.7586,1985,Medium,Tier 3,Supermarket Type3,5487.5236,39
FDE46,12.999704684317718,Low Fat,0.027610698,Snack Foods,149.5366,1985,Small,Tier 1,Grocery Store,604.5464,39
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,2002,Small,Tier 2,Supermarket Type1,680.4476,22
DRF13,12.1,Low Fat,0.029949818,Soft Drinks,146.3444,2007,Small,Tier 2,Supermarket Type1,3773.7544,17
FDT46,12.999704684317718,Low Fat,0.053939315,Snack Foods,52.1008,1985,Small,Tier 1,Grocery Store,50.6008,39
FDS58,9.285,Regular,0.06072282399802762,Snack Foods,161.5578,1997,Small,Tier 1,Supermarket Type1,4653.2762,27
FDX52,12.870898876404494,Regular,0.073541072,Frozen Foods,192.282,1985,Small,Tier 1,Grocery Store,386.164,39
FDX44,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4172,1999,Medium,Tier 1,Supermarket Type1,1159.8236,25
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,117.4492,1997,Small,Tier 1,Supermarket Type1,3243.7776,27
FDC59,16.7,Regular,0.054739692,Starchy Foods,65.7168,2002,Small,Tier 2,Supermarket Type1,1086.5856,22
FDB12,11.15,Regular,0.105471384,Baking Goods,105.8648,1999,Medium,Tier 1,Supermarket Type1,1973.4312,25
FDU26,16.7,Regular,0.042610897,Dairy,117.2782,2004,Small,Tier 2,Supermarket Type1,715.0692,20
NCF30,17.0,Low Fat,0.126758324,Household,124.5362,2009,Medium,Tier 3,Supermarket Type2,1132.5258,15
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,1987,High,Tier 3,Supermarket Type1,4527.44,37
FDN02,16.5,Low Fat,0.073813788,Canned,207.2638,2004,Small,Tier 2,Supermarket Type1,5383.6588,20
DRC27,13.8,Low Fat,0.097251621,Dairy,245.7802,1998,Small,Tier 3,Grocery Store,245.6802,26
FDZ38,13.442754010695188,Low Fat,0.014008751,Dairy,171.3422,1985,Small,Tier 1,Grocery Store,862.211,39
DRH25,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,1998,Small,Tier 3,Grocery Store,51.9324,26
FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4408,1997,Small,Tier 1,Supermarket Type1,3004.0896,27
FDT01,13.65,Regular,0.184454044,Canned,211.4902,1999,Medium,Tier 1,Supermarket Type1,4035.4138,25
FDZ09,17.6,Low Fat,0.105042025,Snack Foods,163.8868,1999,Medium,Tier 1,Supermarket Type1,3111.9492,25
DRL37,15.5,Low Fat,0.053589594,Soft Drinks,44.177,2009,Medium,Tier 3,Supermarket Type2,173.108,15
FDN49,17.25,Regular,0.125734578,Breakfast,41.748,2009,Medium,Tier 3,Supermarket Type2,199.74,15
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,2002,Small,Tier 2,Supermarket Type1,4440.886,22
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1158,2009,Medium,Tier 3,Supermarket Type2,1838.2738,15
NCB43,20.2,Low Fat,0.100319317,Household,188.6898,2009,Medium,Tier 3,Supermarket Type2,3367.6164,15
DRI25,11.861774193548387,Low Fat,0.033737273,Soft Drinks,56.6614,1985,Medium,Tier 3,Supermarket Type3,607.8754,39
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,1997,Small,Tier 1,Supermarket Type1,4695.2216,27
FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,2004,Small,Tier 2,Supermarket Type1,1670.4922,20
DRI03,13.442754010695188,Low Fat,0.039751236,Dairy,176.9028,1985,Small,Tier 1,Grocery Store,708.4112,39
FDU58,6.61,Regular,0.06072282399802762,Snack Foods,186.4898,2002,Small,Tier 2,Supermarket Type1,2993.4368,22
FDL09,12.999704684317718,Regular,0.127416049,Snack Foods,167.4816,1985,Medium,Tier 3,Supermarket Type3,1006.6896,39
FDP03,5.15,Regular,0.06112617,Meat,122.5388,1987,High,Tier 3,Supermarket Type1,371.5164,37
FDI21,12.999704684317718,Regular,0.056328717,Snack Foods,63.9168,1985,Medium,Tier 3,Supermarket Type3,1597.92,39
FDW45,18.0,Low Fat,0.03901099,Snack Foods,147.7418,1997,Small,Tier 1,Supermarket Type1,4119.9704,27
NCA18,10.1,Low Fat,0.093862362,Household,115.9492,1998,Small,Tier 3,Grocery Store,231.6984,26
FDN32,13.22266369047619,Low Fat,0.015485016,Fruits and Vegetables,185.6266,1985,Medium,Tier 3,Supermarket Type3,4979.5182,39
FDR15,12.791437125748503,Regular,0.033276066,Meat,153.8314,1985,Medium,Tier 3,Supermarket Type3,3723.1536,39
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,1999,Medium,Tier 1,Supermarket Type1,1938.8096,25
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,2009,Medium,Tier 3,Supermarket Type2,2199.1374,15
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,1997,Small,Tier 1,Supermarket Type1,2283.0282,27
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,1998,Small,Tier 3,Grocery Store,157.1288,26
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.6764,1998,Small,Tier 3,Grocery Store,515.3292,26
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.512,1999,Medium,Tier 1,Supermarket Type1,1677.816,25
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.7898,2004,Small,Tier 2,Supermarket Type1,2057.9878,20
DRM35,11.409116022099449,Low Fat,0.070103425,Hard Drinks,179.4344,1985,Medium,Tier 3,Supermarket Type3,5888.3352,39
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,2009,Medium,Tier 3,Supermarket Type2,1288.323,15
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,1999,Medium,Tier 1,Supermarket Type1,2247.075,25
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,1987,High,Tier 3,Supermarket Type1,1567.959,37
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,1999,Medium,Tier 1,Supermarket Type1,4813.734,25
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,1999,Medium,Tier 1,Supermarket Type1,1957.452,25
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,2007,Small,Tier 2,Supermarket Type1,1105.228,17
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,2002,Small,Tier 2,Supermarket Type1,2061.3168,22
FDA15,13.442754010695188,Low Fat,0.015944801,Dairy,249.5092,1985,Medium,Tier 3,Supermarket Type3,6474.2392,39
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,1997,Small,Tier 1,Supermarket Type1,5890.9984,27
FDJ50,8.645,Low Fat,0.021629781,Canned,51.9982,2002,Small,Tier 2,Supermarket Type1,999.3658,22
FDT13,12.33193820224719,Low Fat,0.032516546,Canned,188.8214,1985,Small,Tier 1,Grocery Store,753.6856,39
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.3544,1987,High,Tier 3,Supermarket Type1,2572.6512,37
FDD58,7.76,Low Fat,0.059472609,Snack Foods,98.77,2002,Small,Tier 2,Supermarket Type1,1298.31,22
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.1666,1987,High,Tier 3,Supermarket Type1,1179.1318,37
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,1999,Medium,Tier 1,Supermarket Type1,1922.8304,25
FDW28,18.25,Low Fat,0.148673586,Frozen Foods,197.2452,1998,Small,Tier 3,Grocery Store,195.7452,26
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.337,2009,Medium,Tier 3,Supermarket Type2,2822.992,15
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,2002,Small,Tier 2,Supermarket Type1,1506.0396,22
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,2004,Small,Tier 2,Supermarket Type1,4681.9056,20
FDC50,12.33193820224719,Low Fat,0.135836915,Canned,93.8094,1985,Medium,Tier 3,Supermarket Type3,3237.1196,39
NCV05,13.175058548009366,Low Fat,0.030062224,Health and Hygiene,154.3656,1985,Medium,Tier 3,Supermarket Type3,2471.4496,39
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,2009,Medium,Tier 3,Supermarket Type2,644.4944,15
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,1987,High,Tier 3,Supermarket Type1,3563.3616,37
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,2002,Small,Tier 2,Supermarket Type1,2600.6148,22
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,2004,Small,Tier 2,Supermarket Type1,2266.3832,20
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,2009,Medium,Tier 3,Supermarket Type2,1911.5118,15
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,1998,Small,Tier 3,Grocery Store,356.8688,26
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,2002,Small,Tier 2,Supermarket Type1,645.1602,22
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,1999,Medium,Tier 1,Supermarket Type1,2863.6058,25
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,1987,High,Tier 3,Supermarket Type1,2649.884,37
DRC25,11.861774193548387,Low Fat,0.05861472116898396,Soft Drinks,87.3882,1985,Medium,Tier 3,Supermarket Type3,1374.2112,39
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,1997,Small,Tier 1,Supermarket Type1,1268.349,27
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,2007,Small,Tier 2,Supermarket Type1,1573.9512,17
FDT37,14.15,Low Fat,0.06072282399802762,Canned,253.7014,2002,Small,Tier 2,Supermarket Type1,5865.0322,22
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,2004,Small,Tier 2,Supermarket Type1,4984.1788,20
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,2002,Small,Tier 2,Supermarket Type1,1454.1072,22
FDQ40,12.870898876404494,Regular,0.035853059,Frozen Foods,176.8712,1985,Medium,Tier 3,Supermarket Type3,3691.1952,39
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,1999,Medium,Tier 1,Supermarket Type1,396.8168,25
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,2007,Small,Tier 2,Supermarket Type1,1211.756,17
FDT55,13.22266369047619,Regular,0.076434542,Fruits and Vegetables,155.8946,1985,Small,Tier 1,Grocery Store,473.3838,39
FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,1997,Small,Tier 1,Supermarket Type1,3338.987,27
FDF57,14.5,Regular,0.06072282399802762,Fruits and Vegetables,169.6448,2004,Small,Tier 2,Supermarket Type1,2045.3376,20
NCX29,10.0,Low Fat,0.089152528,Health and Hygiene,147.7102,1997,Small,Tier 1,Supermarket Type1,437.4306,27
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,1987,High,Tier 3,Supermarket Type1,2446.815,37
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,1999,Medium,Tier 1,Supermarket Type1,2030.69,25
FDL12,15.85,Regular,0.121609722,Baking Goods,60.222,2004,Small,Tier 2,Supermarket Type1,539.298,20
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,1987,High,Tier 3,Supermarket Type1,703.0848,37
NCM29,11.5,Low Fat,0.017714096,Health and Hygiene,132.9626,2009,Medium,Tier 3,Supermarket Type2,1442.7886,15
FDO24,11.1,Low Fat,0.06072282399802762,Baking Goods,156.4604,1999,Medium,Tier 1,Supermarket Type1,2376.906,25
NCJ43,6.635,Low Fat,0.027069402,Household,174.9396,1997,Small,Tier 1,Supermarket Type1,1744.396,27
FDA37,7.81,Regular,0.055226755,Canned,123.1046,1997,Small,Tier 1,Supermarket Type1,871.5322,27
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,2009,Medium,Tier 3,Supermarket Type2,1342.2528,15
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,2004,Small,Tier 2,Supermarket Type1,1171.808,20
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,2004,Small,Tier 2,Supermarket Type1,4572.0486,20
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,2009,Medium,Tier 3,Supermarket Type2,265.6542,15
NCZ41,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,2007,Small,Tier 2,Supermarket Type1,2503.408,17
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,1999,Medium,Tier 1,Supermarket Type1,6050.7904,25
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,2007,Small,Tier 2,Supermarket Type1,2441.4886,17
FDT60,12.296461100569259,Low Fat,0.132275338,Baking Goods,123.8388,1985,Small,Tier 1,Grocery Store,123.8388,39
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,2004,Small,Tier 2,Supermarket Type1,1797.66,20
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,1997,Small,Tier 1,Supermarket Type1,1926.1594,27
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,1987,High,Tier 3,Supermarket Type1,3094.6384,37
FDS59,14.8,Regular,0.04407225,Breads,109.057,2009,Medium,Tier 3,Supermarket Type2,1428.141,15
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,1997,Small,Tier 1,Supermarket Type1,882.8508,27
NCM05,6.825,Low Fat,0.059835659,Health and Hygiene,264.3226,2004,Small,Tier 2,Supermarket Type1,4229.1616,20
NCU06,13.375206117021275,Low Fat,0.13027716,Household,228.001,1985,Small,Tier 1,Grocery Store,1148.505,39
FDV13,17.35,Regular,0.027653795,Canned,88.0856,1999,Medium,Tier 1,Supermarket Type1,1318.284,25
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,1987,High,Tier 3,Supermarket Type1,1720.4272,37
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,2007,Small,Tier 2,Supermarket Type1,2807.0128,17
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,1999,Medium,Tier 1,Supermarket Type1,1508.037,25
DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,2004,Small,Tier 2,Supermarket Type1,1366.2216,20
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,2009,Medium,Tier 3,Supermarket Type2,1470.0864,15
FDB27,13.442754010695188,Low Fat,0.055121892,Dairy,196.7768,1985,Medium,Tier 3,Supermarket Type3,5912.304,39
NCS18,12.65,Low Fat,0.042211119,Household,108.6938,1997,Small,Tier 1,Supermarket Type1,1393.5194,27
FDZ49,12.33193820224719,Regular,0.132500853,Canned,220.3798,1985,Medium,Tier 3,Supermarket Type3,5289.1152,39
FDN32,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,2004,Small,Tier 2,Supermarket Type1,2213.1192,20
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,1999,Medium,Tier 1,Supermarket Type1,6930.978,25
NCD31,12.1,Low Fat,0.015497337,Household,165.5526,2009,Medium,Tier 3,Supermarket Type2,3453.5046,15
NCV30,13.375206117021275,Low Fat,0.065612808,Household,62.351,1985,Medium,Tier 3,Supermarket Type3,2150.534,39
FDY49,17.2,Regular,0.012030747,Canned,166.6184,1999,Medium,Tier 1,Supermarket Type1,1155.8288,25
FDM10,12.999704684317718,Low Fat,0.075603699,Snack Foods,215.1218,1985,Medium,Tier 3,Supermarket Type3,3205.827,39
FDT11,5.94,Regular,0.029372367,Breads,186.7556,1997,Small,Tier 1,Supermarket Type1,3942.8676,27
FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,1987,High,Tier 3,Supermarket Type1,3894.93,37
NCL31,7.39,Low Fat,0.120258245,Others,141.547,2004,Small,Tier 2,Supermarket Type1,2290.352,20
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,2004,Small,Tier 2,Supermarket Type1,892.8378,20
NCU18,13.375206117021275,Low Fat,0.097768728,Household,142.4496,1985,Small,Tier 1,Grocery Store,564.5984,39
FDJ58,12.999704684317718,Regular,0.104786172,Snack Foods,172.2764,1985,Medium,Tier 3,Supermarket Type3,1545.9876,39
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,1998,Small,Tier 3,Grocery Store,482.0392,26
FDV60,20.2,Regular,0.117839328,Baking Goods,195.211,2009,Medium,Tier 3,Supermarket Type2,2356.932,15
NCB19,13.375206117021275,Low Fat,0.089858447,Household,84.5882,1985,Medium,Tier 3,Supermarket Type3,2061.3168,39
FDH45,13.22266369047619,Regular,0.185008985,Fruits and Vegetables,42.3796,1985,Small,Tier 1,Grocery Store,123.8388,39
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,1987,High,Tier 3,Supermarket Type1,4566.7222,37
FDI27,8.71,Regular,0.06072282399802762,Dairy,43.5744,2007,Small,Tier 2,Supermarket Type1,498.0184,17
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,2007,Small,Tier 2,Supermarket Type1,3020.0688,17
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,2004,Small,Tier 2,Supermarket Type1,4649.9472,20
FDM02,12.5,Regular,0.073721115,Canned,85.6198,2004,Small,Tier 2,Supermarket Type1,610.5386,20
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,1997,Small,Tier 1,Supermarket Type1,862.8768,27
FDY55,16.75,Low Fat,0.06072282399802762,Fruits and Vegetables,255.3988,1997,Small,Tier 1,Supermarket Type1,4625.9784,27
FDL34,16.0,Low Fat,0.040911824,Snack Foods,141.2496,1987,High,Tier 3,Supermarket Type1,3387.5904,37
FDA09,13.35,Regular,0.149974858,Snack Foods,179.766,2009,Medium,Tier 3,Supermarket Type2,5932.278,15
FDM51,11.8,Regular,0.026072872,Meat,99.8674,2007,Small,Tier 2,Supermarket Type1,1018.674,17
FDI34,10.65,Regular,0.085482761,Snack Foods,231.4668,2009,Medium,Tier 3,Supermarket Type2,3225.1352,15
NCD31,12.1,Low Fat,0.015521768,Household,165.8526,2007,Small,Tier 2,Supermarket Type1,3124.5994,17
FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.828,2004,Small,Tier 2,Supermarket Type1,1704.448,20
NCP05,19.6,Low Fat,0.025281802,Health and Hygiene,152.0024,2004,Small,Tier 2,Supermarket Type1,2884.2456,20
FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,1987,High,Tier 3,Supermarket Type1,1133.8574,37
FDN01,12.717272727272727,Low Fat,0.07204818,Breakfast,177.937,1985,Medium,Tier 3,Supermarket Type3,6881.043,39
FDA25,16.5,Regular,0.068263916,Canned,104.799,2002,Small,Tier 2,Supermarket Type1,1238.388,22
FDF08,14.3,Regular,0.109144085,Fruits and Vegetables,88.2856,1998,Small,Tier 3,Grocery Store,175.7712,26
FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,2004,Small,Tier 2,Supermarket Type1,459.402,20
DRH03,17.25,Low Fat,0.035118834,Dairy,93.412,1999,Medium,Tier 1,Supermarket Type1,932.12,25
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,2009,Medium,Tier 3,Supermarket Type2,1406.1696,15
FDO10,13.65,Regular,0.012823829,Snack Foods,55.5588,2007,Small,Tier 2,Supermarket Type1,916.1408,17
FDT39,6.26,Regular,0.009883257,Meat,149.8366,1999,Medium,Tier 1,Supermarket Type1,1964.7758,25
FDM22,12.999704684317718,Regular,0.041754584,Snack Foods,53.464,1985,Medium,Tier 3,Supermarket Type3,1597.92,39
FDR21,19.7,Low Fat,0.112036236,Snack Foods,174.937,1998,Small,Tier 3,Grocery Store,882.185,26
FDQ01,19.7,Regular,0.161610636,Canned,255.2014,2007,Small,Tier 2,Supermarket Type1,3570.0196,17
FDZ03,13.65,Regular,0.078909166,Dairy,186.724,1999,Medium,Tier 1,Supermarket Type1,4474.176,25
NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,2009,Medium,Tier 3,Supermarket Type2,980.0576,15
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,1987,High,Tier 3,Supermarket Type1,4731.1748,37
FDF47,20.85,Low Fat,0.097770004,Starchy Foods,222.8746,1999,Medium,Tier 1,Supermarket Type1,3589.9936,25
DRO59,11.409116022099449,Low Fat,0.094817105,Hard Drinks,77.9012,1985,Small,Tier 1,Grocery Store,75.9012,39
NCM55,15.6,Low Fat,0.066726133,Others,185.8924,1997,Small,Tier 1,Supermarket Type1,3516.7556,27
FDY31,5.98,Low Fat,0.043809261,Fruits and Vegetables,146.8418,2007,Small,Tier 2,Supermarket Type1,1765.7016,17
FDJ57,12.696599999999998,Regular,0.08340055660489883,Seafood,184.3582,1985,Small,Tier 1,Grocery Store,185.7582,39
FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,2009,Medium,Tier 3,Supermarket Type2,1492.0578,15
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,1997,Small,Tier 1,Supermarket Type1,2395.5484,27
DRF13,12.1,Low Fat,0.06072282399802762,Soft Drinks,145.1444,1987,High,Tier 3,Supermarket Type1,3338.3212,37
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,2002,Small,Tier 2,Supermarket Type1,6041.4692,22
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,1999,Medium,Tier 1,Supermarket Type1,4262.4516,25
NCF30,17.0,Low Fat,0.126220187,Household,126.7362,2004,Small,Tier 2,Supermarket Type1,1258.362,20
FDY44,13.22266369047619,Regular,0.024286378,Fruits and Vegetables,194.711,1985,Medium,Tier 3,Supermarket Type3,5892.33,39
FDX09,9.0,Low Fat,0.065350715,Snack Foods,175.437,1999,Medium,Tier 1,Supermarket Type1,3175.866,25
NCU30,5.11,Low Fat,0.035071955,Household,163.221,2007,Small,Tier 2,Supermarket Type1,2773.057,17
FDU49,19.5,Regular,0.030742083,Canned,85.554,1999,Medium,Tier 1,Supermarket Type1,1211.756,25
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,2007,Small,Tier 2,Supermarket Type1,1238.388,17
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,1987,High,Tier 3,Supermarket Type1,5540.7876,37
NCX41,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,1999,Medium,Tier 1,Supermarket Type1,2540.6928,25
FDT36,12.3,Low Fat,0.111274591,Baking Goods,35.0874,1997,Small,Tier 1,Supermarket Type1,458.7362,27
FDK28,12.870898876404494,Low Fat,0.065272284,Frozen Foods,256.1646,1985,Medium,Tier 3,Supermarket Type3,3349.6398,39
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,2004,Small,Tier 2,Supermarket Type1,1624.552,20
NCM54,13.375206117021275,Low Fat,0.08918772,Household,128.9678,1985,Small,Tier 1,Grocery Store,254.3356,39
FDD48,10.395,Low Fat,0.030281543,Baking Goods,116.3176,2009,Medium,Tier 3,Supermarket Type2,1259.6936,15
FDX03,15.85,Regular,0.061190964,Meat,47.1744,1999,Medium,Tier 1,Supermarket Type1,996.0368,25
FDZ33,10.195,Low Fat,0.107307677,Snack Foods,149.8076,1987,High,Tier 3,Supermarket Type1,2217.114,37
FDB39,13.442754010695188,Low Fat,0.067441726,Dairy,57.4272,1985,Small,Tier 1,Grocery Store,111.8544,39
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,2009,Medium,Tier 3,Supermarket Type2,4165.2448,15
DRE48,8.43,Low Fat,0.06072282399802762,Soft Drinks,195.3768,2007,Small,Tier 2,Supermarket Type1,1576.6144,17
NCL31,7.39,Low Fat,0.120524922,Others,142.247,2002,Small,Tier 2,Supermarket Type1,2433.499,22
FDB11,16.0,Low Fat,0.061192211,Starchy Foods,224.1404,2007,Small,Tier 2,Supermarket Type1,4725.8484,17
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,1999,Medium,Tier 1,Supermarket Type1,601.8832,25
NCM29,13.175058548009366,Low Fat,0.017556795,Health and Hygiene,129.9626,1985,Medium,Tier 3,Supermarket Type3,3410.2276,39
FDH47,13.5,Regular,0.129077455,Starchy Foods,95.2068,2002,Small,Tier 2,Supermarket Type1,583.2408,22
